a,b,label
0.06,-0.94,-0.05639999999999999
0.55,0.62,0.341
0.52,-0.86,-0.4472
0.5,0.7,0.35
-0.88,0.95,-0.836
0.17,-0.88,-0.1496
-0.7,0.52,-0.364
-0.14,0.24,-0.033600000000000005
-0.92,0.55,-0.5060000000000001
-0.16,-0.53,0.0848
-0.32,-0.94,0.3008
-0.28,-0.91,0.2548
-0.65,-0.42,0.273
-0.66,0.46,-0.30360000000000004
0.21,-0.06,-0.012599999999999998
-0.39,0.19,-0.0741
0.98,0.72,0.7056
0.4,0.49,0.196
0.64,-0.97,-0.6208
0.28,-0.84,-0.23520000000000002
0.04,0.95,0.038
-0.58,0.43,-0.24939999999999998
0.62,-0.75,-0.46499999999999997
0.57,-0.69,-0.3932999999999999
0.46,0.1,0.046000000000000006
-0.75,0.31,-0.23249999999999998
-0.94,-0.74,0.6956
0.85,0.12,0.102
-0.13,-0.77,0.10010000000000001
-0.79,0.38,-0.3002
0.01,-0.84,-0.0084
0.16,-0.46,-0.0736
-0.6,0.83,-0.49799999999999994
0.0,0.55,0.0
-0.77,0.8,-0.6160000000000001
-0.04,-0.46,0.0184
-0.27,-0.25,0.0675
0.65,-0.79,-0.5135000000000001
-0.94,0.22,-0.20679999999999998
0.74,-0.35,-0.259
-0.76,0.99,-0.7524
-0.94,0.08,-0.0752
0.43,0.91,0.3913
-0.37,-0.16,0.0592
0.4,0.59,0.236
0.11,-0.87,-0.0957
0.23,-0.77,-0.1771
-0.64,0.77,-0.4928
0.25,-0.33,-0.0825
0.41,-0.22,-0.09019999999999999
0.39,0.89,0.3471
0.16,-0.77,-0.1232
-0.34,0.71,-0.2414
-0.04,0.16,-0.0064
-0.54,0.75,-0.405
-0.24,-0.48,0.1152
-0.79,0.87,-0.6873
0.83,-0.44,-0.36519999999999997
0.31,0.36,0.11159999999999999
0.22,-0.14,-0.030800000000000004
0.92,-0.43,-0.3956
-0.75,-0.12,0.09
-0.84,-0.86,0.7223999999999999
0.49,-0.58,-0.28419999999999995
-0.35,0.88,-0.308
0.72,-0.78,-0.5616
-0.96,-0.19,0.1824
-0.04,-0.16,0.0064
-0.91,-0.88,0.8008000000000001
-0.09,0.69,-0.062099999999999995
-0.3,-0.31,0.093
0.55,0.14,0.07700000000000001
0.77,0.5,0.385
0.07,0.86,0.060200000000000004
0.73,-0.18,-0.1314
-0.87,-0.93,0.8091
-0.57,0.33,-0.1881
0.27,0.16,0.0432
-0.86,0.88,-0.7568
-0.28,0.38,-0.10640000000000001
0.04,0.05,0.002
0.32,-0.61,-0.1952
-0.83,-0.23,0.1909
0.2,-0.42,-0.084
0.06,-0.49,-0.0294
-0.89,0.18,-0.1602
0.46,0.99,0.4554
0.06,-0.46,-0.0276
-0.01,0.62,-0.0062
-0.81,0.9,-0.7290000000000001
-0.35,0.77,-0.26949999999999996
-0.48,-0.81,0.38880000000000003
-0.67,-0.32,0.2144
0.33,0.35,0.11549999999999999
0.13,-1.0,-0.13
-0.91,0.21,-0.1911
0.43,0.07,0.030100000000000002
0.85,0.99,0.8415
-0.7,-0.35,0.24499999999999997
0.43,0.53,0.22790000000000002
0.16,-0.32,-0.0512
-0.93,-0.66,0.6138
-0.81,-0.33,0.26730000000000004
-0.09,0.85,-0.0765
0.98,-0.37,-0.3626
-0.18,-0.68,0.12240000000000001
0.88,-0.86,-0.7568
-0.21,0.06,-0.012599999999999998
0.38,0.85,0.323
0.37,-0.94,-0.3478
0.4,0.33,0.132
0.75,0.8,0.6000000000000001
0.62,-0.22,-0.1364
0.35,0.05,0.017499999999999998
0.33,0.88,0.2904
0.51,-0.84,-0.4284
-0.56,-0.18,0.1008
0.32,-0.62,-0.1984
-0.77,0.11,-0.0847
-0.35,-0.95,0.33249999999999996
-0.71,0.72,-0.5112
0.59,-0.63,-0.3717
-0.89,-0.22,0.1958
-0.04,0.01,-0.0004
-0.95,-0.95,0.9025
0.24,0.16,0.0384
-0.22,-0.73,0.1606
-0.93,0.66,-0.6138
-0.6,-0.22,0.132
0.74,0.91,0.6734
0.95,-0.7,-0.6649999999999999
-0.94,0.83,-0.7801999999999999
0.32,0.84,0.2688
-0.76,-0.27,0.20520000000000002
0.93,-1.0,-0.93
-0.57,-0.57,0.32489999999999997
0.9,0.7,0.63
-0.88,-0.31,0.2728
-0.6,-0.24,0.144
-0.09,-0.95,0.08549999999999999
-0.83,0.22,-0.18259999999999998
-0.34,0.39,-0.13260000000000002
0.48,0.24,0.1152
-0.56,0.07,-0.039200000000000006
-0.66,-0.86,0.5676
0.57,-0.44,-0.25079999999999997
-0.32,-0.06,0.0192
0.32,0.15,0.048
-0.79,0.11,-0.0869
0.35,0.12,0.041999999999999996
-0.12,-0.09,0.010799999999999999
-0.06,0.12,-0.0072
-0.3,0.17,-0.051000000000000004
-0.76,0.45,-0.342
-0.38,0.48,-0.1824
-0.95,-0.78,0.741
-0.14,0.11,-0.015400000000000002
-0.99,-0.32,0.3168
-0.76,0.03,-0.0228
-0.68,-0.52,0.3536
-0.21,0.14,-0.029400000000000003
-0.51,0.44,-0.22440000000000002
-0.48,-0.98,0.4704
0.84,0.73,0.6132
-0.2,-0.76,0.15200000000000002
-0.64,0.75,-0.48
0.84,0.89,0.7475999999999999
0.22,0.61,0.13419999999999999
0.52,0.71,0.3692
0.97,0.09,0.08729999999999999
-0.23,-0.56,0.12880000000000003
-0.68,-0.63,0.42840000000000006
0.07,0.64,0.044800000000000006
0.8,-0.05,-0.04000000000000001
-0.34,0.85,-0.28900000000000003
0.26,0.69,0.1794
-0.26,-0.32,0.08320000000000001
-0.25,0.29,-0.0725
0.55,-0.87,-0.47850000000000004
-0.15,0.46,-0.069
0.75,0.13,0.0975
-0.27,0.82,-0.2214
-0.68,-0.15,0.10200000000000001
0.92,0.88,0.8096
-0.28,-0.55,0.15400000000000003
0.34,-0.45,-0.15300000000000002
-0.15,0.42,-0.063
0.57,-0.75,-0.4275
-0.21,-0.47,0.0987
-0.74,0.2,-0.148
-0.11,0.83,-0.09129999999999999
0.7,0.68,0.476
-0.04,-0.02,0.0008
0.75,0.78,0.585
-0.19,0.62,-0.1178
0.13,0.16,0.020800000000000003
0.09,0.92,0.0828
0.17,0.58,0.09860000000000001
-0.35,-0.59,0.2065
0.34,0.04,0.013600000000000001
0.0,0.99,0.0
0.11,0.28,0.030800000000000004
0.88,-0.91,-0.8008000000000001
0.07,-0.54,-0.03780000000000001
0.1,0.19,0.019000000000000003
-0.7,-0.4,0.27999999999999997
-0.78,0.14,-0.10920000000000002
-0.85,0.67,-0.5695
-0.76,0.2,-0.15200000000000002
0.86,-0.77,-0.6622
-0.59,-0.9,0.531
0.5,0.04,0.02
0.42,-0.84,-0.35279999999999995
0.42,0.71,0.29819999999999997
-0.85,0.17,-0.14450000000000002
-0.71,-0.37,0.2627
-0.42,-0.76,0.3192
0.82,0.58,0.4755999999999999
-0.91,-0.69,0.6279
-0.48,-0.2,0.096
-0.46,-0.58,0.2668
0.66,-0.98,-0.6468
0.24,-0.84,-0.20159999999999997
-0.14,-0.89,0.12460000000000002
0.47,-0.75,-0.3525
-0.69,0.15,-0.1035
-0.6,0.98,-0.588
-0.36,0.25,-0.09
0.52,-0.42,-0.2184
-0.9,0.92,-0.8280000000000001
-0.06,-0.3,0.018
0.16,-0.01,-0.0016
0.83,-0.39,-0.3237
-0.65,-0.43,0.2795
0.43,-0.19,-0.0817
-0.81,-0.11,0.08910000000000001
-0.6,0.87,-0.522
-0.46,-0.71,0.3266
0.56,0.43,0.24080000000000001
-0.71,-0.67,0.4757
0.39,-0.51,-0.19890000000000002
0.54,-0.91,-0.49140000000000006
0.12,-0.73,-0.0876
0.73,0.55,0.4015
-0.98,0.61,-0.5978
0.39,0.68,0.26520000000000005
0.58,-0.1,-0.057999999999999996
-0.06,0.5,-0.03
0.36,0.37,0.13319999999999999
-0.91,0.79,-0.7189000000000001
-0.12,0.21,-0.025199999999999997
0.0,0.38,0.0
0.63,-0.16,-0.1008
-0.94,0.33,-0.3102
-0.22,-0.48,0.1056
0.21,0.33,0.0693
0.87,0.04,0.0348
-0.41,-0.86,0.35259999999999997
-0.41,0.04,-0.016399999999999998
0.84,0.83,0.6971999999999999
-0.59,-0.99,0.5841
0.37,0.59,0.2183
0.86,0.61,0.5246
-0.95,0.05,-0.0475
0.33,-0.03,-0.0099
0.1,0.17,0.017
-0.46,-0.53,0.24380000000000002
-0.31,0.62,-0.1922
-0.85,0.73,-0.6204999999999999
-0.45,0.75,-0.3375
-0.26,0.6,-0.156
0.4,-0.39,-0.15600000000000003
0.17,-0.33,-0.056100000000000004
0.32,0.94,0.3008
0.21,-0.41,-0.0861
0.32,-0.05,-0.016
-0.48,0.03,-0.0144
0.51,-0.96,-0.4896
-0.25,0.03,-0.0075
0.9,-0.67,-0.6030000000000001
-0.72,0.36,-0.2592
-0.18,0.35,-0.063
0.11,-0.73,-0.0803
-0.6,-0.24,0.144
0.35,-0.17,-0.0595
0.52,-0.44,-0.2288
-0.42,-0.29,0.12179999999999999
-0.82,-0.91,0.7462
-0.24,-0.92,0.2208
0.05,0.13,0.006500000000000001
-0.57,0.98,-0.5586
0.54,0.71,0.3834
0.37,0.53,0.1961
-0.85,-0.98,0.833
-0.41,0.33,-0.1353
0.31,-0.91,-0.2821
0.83,0.81,0.6723
0.33,0.92,0.30360000000000004
0.18,-0.81,-0.1458
-0.02,-0.6,0.012
-0.61,-0.69,0.42089999999999994
0.05,-0.26,-0.013000000000000001
0.15,0.77,0.11549999999999999
-0.16,-0.34,0.054400000000000004
-0.2,0.39,-0.07800000000000001
0.18,-0.14,-0.0252
0.44,-0.55,-0.24200000000000002
-0.25,-1.0,0.25
-0.67,-0.32,0.2144
0.64,0.33,0.21120000000000003
0.05,-0.28,-0.014000000000000002
0.48,-0.11,-0.0528
0.12,-0.73,-0.0876
-0.5,0.78,-0.39
0.18,-0.98,-0.1764
0.5,-0.76,-0.38
-0.46,0.03,-0.0138
0.24,0.2,0.048
-0.97,-0.58,0.5626
-0.64,-0.03,0.0192
-0.87,-0.09,0.0783
0.73,-0.11,-0.0803
0.36,-0.52,-0.1872
0.01,-0.61,-0.0061
-0.3,-0.02,0.006
-0.16,-0.69,0.1104
0.9,-0.21,-0.189
-0.33,0.56,-0.18480000000000002
0.6,-0.35,-0.21
-0.7,0.33,-0.23099999999999998
-0.93,-0.82,0.7626
-0.03,0.81,-0.024300000000000002
-0.83,0.48,-0.3984
-0.08,-0.27,0.0216
0.88,-0.74,-0.6512
0.06,-0.74,-0.044399999999999995
0.47,-1.0,-0.47
-0.22,0.27,-0.0594
-0.95,0.86,-0.817
-0.63,-0.51,0.32130000000000003
-0.91,-0.9,0.8190000000000001
-0.13,-0.41,0.0533
-0.54,-0.02,0.0108
0.42,-0.64,-0.2688
0.85,0.55,0.4675
0.19,0.12,0.0228
-0.31,-0.05,0.0155
0.09,0.34,0.030600000000000002
-0.31,0.91,-0.2821
0.63,0.61,0.3843
0.83,0.71,0.5892999999999999
0.33,0.81,0.26730000000000004
-0.6,0.66,-0.396
-0.78,0.24,-0.1872
-0.6,-0.98,0.588
-0.18,-0.41,0.07379999999999999
-0.06,-0.23,0.0138
-0.8,-0.16,0.128
0.58,-0.33,-0.1914
0.61,0.54,0.3294
-0.1,0.75,-0.07500000000000001
-0.18,-0.24,0.043199999999999995
0.64,-0.66,-0.42240000000000005
-0.73,0.14,-0.10220000000000001
0.13,-0.45,-0.0585
-0.85,-0.56,0.47600000000000003
-0.41,0.96,-0.39359999999999995
-0.3,-0.43,0.129
-0.7,-0.16,0.11199999999999999
-0.61,-0.05,0.0305
-0.73,0.7,-0.511
0.3,-0.44,-0.132
-0.5,0.0,-0.0
0.7,-0.6,-0.42
-0.38,0.51,-0.1938
-0.12,-0.9,0.108
-0.98,0.16,-0.1568
-0.39,0.92,-0.3588
-0.1,0.05,-0.005000000000000001
-0.51,0.41,-0.20909999999999998
-0.94,-0.95,0.8929999999999999
0.52,0.09,0.0468
0.45,-0.34,-0.15300000000000002
-0.51,-0.08,0.0408
-0.44,0.79,-0.3476
-0.24,-0.43,0.1032
0.67,0.58,0.3886
0.73,0.67,0.48910000000000003
-0.54,0.81,-0.43740000000000007
-0.41,-0.19,0.0779
-0.55,0.82,-0.451
0.93,0.19,0.17670000000000002
-0.04,-0.18,0.0072
-0.25,0.17,-0.0425
-0.44,-0.11,0.0484
-0.6,-0.54,0.324
0.58,0.89,0.5162
-0.92,-0.25,0.23
-0.28,0.01,-0.0028000000000000004
0.67,-0.95,-0.6365
0.53,-0.28,-0.14840000000000003
-0.36,0.38,-0.1368
0.13,0.58,0.0754
0.32,0.23,0.0736
0.58,-0.24,-0.1392
0.17,-0.73,-0.1241
-0.93,-0.12,0.1116
-0.92,0.86,-0.7912
-0.8,-0.49,0.392
-0.57,-0.74,0.42179999999999995
-0.99,-0.63,0.6237
-0.15,0.48,-0.072
0.95,-0.15,-0.1425
-0.01,-0.9,0.009000000000000001
-0.56,0.21,-0.11760000000000001
0.97,0.0,0.0
-0.09,-0.96,0.08639999999999999
0.6,0.55,0.33
0.52,-0.49,-0.2548
-0.8,0.95,-0.76
-0.62,0.51,-0.3162
-0.17,-0.19,0.0323
0.19,0.09,0.0171
0.78,0.21,0.1638
0.73,-0.5,-0.365
0.76,-0.64,-0.4864
0.12,-0.8,-0.096
0.42,0.96,0.40319999999999995
-0.1,0.49,-0.049
-0.71,-0.69,0.48989999999999995
0.46,0.1,0.046000000000000006
0.9,0.06,0.054
0.97,-0.49,-0.4753
0.83,-0.86,-0.7138
-0.31,-0.67,0.20770000000000002
-0.69,-0.49,0.33809999999999996
0.97,0.66,0.6402
0.81,0.79,0.6399
0.79,-0.57,-0.4503
-0.69,-0.4,0.27599999999999997
-0.93,-0.04,0.037200000000000004
0.17,-0.88,-0.1496
0.01,-0.84,-0.0084
0.07,0.62,0.0434
-0.72,0.82,-0.5903999999999999
0.13,-0.72,-0.0936
0.23,-0.65,-0.14950000000000002
-0.64,-0.25,0.16
0.34,-0.16,-0.054400000000000004
0.56,-0.4,-0.22400000000000003
0.99,0.55,0.5445
0.74,-0.31,-0.2294
-0.57,0.17,-0.0969
-0.51,-0.42,0.2142
-0.17,0.96,-0.1632
-0.04,-0.06,0.0024
-0.27,-0.75,0.2025
0.35,-0.14,-0.049
0.26,-0.7,-0.182
-0.57,-0.09,0.05129999999999999
0.18,0.92,0.1656
-0.53,-0.01,0.0053
0.64,-0.52,-0.33280000000000004
0.18,0.29,0.052199999999999996
-0.4,-0.62,0.248
-0.31,-0.87,0.2697
0.33,-0.95,-0.3135
0.27,-0.69,-0.1863
0.39,-0.38,-0.1482
-0.73,-0.05,0.0365
-0.85,0.29,-0.24649999999999997
-0.81,0.29,-0.2349
-0.82,-0.19,0.1558
-0.25,-0.73,0.1825
-0.58,-0.99,0.5741999999999999
-0.47,0.19,-0.08929999999999999
-0.55,0.42,-0.231
0.68,-0.81,-0.5508000000000001
-0.45,-0.8,0.36000000000000004
0.72,-0.56,-0.4032
-0.28,-0.8,0.22400000000000003
0.51,0.48,0.2448
-0.21,0.18,-0.0378
0.46,-0.13,-0.059800000000000006
0.26,-0.41,-0.1066
0.64,-0.69,-0.4416
-0.89,0.98,-0.8722
0.85,-0.19,-0.1615
-0.84,-0.26,0.2184
0.58,0.95,0.5509999999999999
-0.64,0.11,-0.0704
-0.03,0.01,-0.0003
-0.72,-0.89,0.6408
-0.09,-0.93,0.0837
-0.33,-0.89,0.2937
0.81,-0.54,-0.43740000000000007
0.95,0.6,0.57
0.29,-0.81,-0.2349
0.19,-0.05,-0.009500000000000001
-0.24,0.99,-0.23759999999999998
0.74,-0.27,-0.1998
0.31,0.65,0.2015
0.6,0.27,0.162
0.82,-0.55,-0.451
0.56,0.31,0.1736
-0.4,0.93,-0.37200000000000005
0.3,0.67,0.201
0.09,0.11,0.009899999999999999
-0.74,0.72,-0.5327999999999999
-0.06,0.77,-0.0462
-0.26,0.11,-0.0286
0.13,0.75,0.0975
0.62,0.62,0.3844
0.5,0.98,0.49
0.61,0.68,0.4148
-0.19,0.96,-0.1824
-0.93,0.81,-0.7533000000000001
0.22,-0.73,-0.1606
0.61,-0.87,-0.5307
0.58,-0.78,-0.45239999999999997
0.06,0.4,0.024
0.06,-0.52,-0.0312
-0.51,-0.26,0.1326
0.84,-0.75,-0.63
0.16,-0.67,-0.1072
0.55,0.35,0.1925
0.86,-0.22,-0.1892
-0.06,-0.13,0.0078
-0.82,0.7,-0.574
-0.51,-0.63,0.32130000000000003
0.39,0.31,0.12090000000000001
-0.83,-0.09,0.07469999999999999
0.47,-0.67,-0.3149
-0.15,0.58,-0.087
-0.47,-0.9,0.423
0.82,-0.24,-0.19679999999999997
-0.16,-0.17,0.027200000000000002
-0.56,0.06,-0.033600000000000005
-0.4,-0.5,0.2
0.14,0.23,0.032200000000000006
0.41,0.69,0.2829
0.2,0.01,0.002
-0.45,-0.36,0.162
0.68,0.14,0.09520000000000002
-0.71,-0.77,0.5467
0.86,0.66,0.5676
-0.41,0.23,-0.0943
-0.12,-0.05,0.006
0.83,0.8,0.664
-0.11,0.77,-0.0847
-0.56,-0.52,0.2912
-0.77,-0.25,0.1925
0.49,-0.02,-0.0098
-0.42,0.31,-0.13019999999999998
0.52,0.44,0.2288
0.49,0.26,0.1274
-0.92,-0.18,0.1656
0.02,-0.43,-0.0086
-0.14,0.03,-0.004200000000000001
-0.67,0.36,-0.2412
0.59,0.39,0.2301
0.32,-0.02,-0.0064
0.59,-0.92,-0.5428
-0.84,-0.63,0.5292
0.03,0.09,0.0026999999999999997
-0.28,-0.03,0.008400000000000001
0.07,0.98,0.06860000000000001
0.09,0.08,0.0072
0.33,0.07,0.023100000000000002
-0.77,-0.99,0.7623
0.12,-0.08,-0.0096
0.89,-0.95,-0.8454999999999999
0.41,-0.44,-0.18039999999999998
0.59,0.24,0.14159999999999998
0.88,-0.25,-0.22
0.6,-0.35,-0.21
-0.83,-0.43,0.3569
0.87,0.39,0.3393
0.14,0.65,0.09100000000000001
0.27,-0.99,-0.26730000000000004
-0.93,-0.49,0.4557
-0.32,-0.98,0.3136
0.38,0.57,0.2166
-0.03,0.08,-0.0024
0.48,0.64,0.3072
0.57,-0.01,-0.005699999999999999
0.99,0.82,0.8118
-0.1,-0.04,0.004
-0.87,-0.76,0.6612
-0.11,-0.63,0.0693
0.01,0.46,0.0046
0.58,0.52,0.3016
-0.66,0.05,-0.033
0.29,-0.58,-0.1682
-0.79,0.87,-0.6873
-0.05,-0.34,0.017
0.13,0.29,0.0377
-0.74,0.32,-0.2368
-0.14,-0.76,0.10640000000000001
-0.56,-0.37,0.20720000000000002
-0.53,-0.75,0.3975
0.85,0.78,0.663
0.98,0.25,0.245
0.87,-0.41,-0.35669999999999996
0.2,-0.11,-0.022000000000000002
-0.96,-0.62,0.5952
0.98,0.68,0.6664
-0.46,0.37,-0.17020000000000002
0.21,0.84,0.17639999999999997
-0.03,0.93,-0.0279
0.96,-0.23,-0.2208
0.13,-0.27,-0.035100000000000006
0.02,0.26,0.005200000000000001
0.49,0.46,0.22540000000000002
-0.04,0.35,-0.013999999999999999
-0.02,0.91,-0.0182
0.93,-0.52,-0.48360000000000003
-0.59,0.52,-0.3068
-0.92,0.21,-0.1932
0.51,-0.21,-0.1071
0.56,0.3,0.168
0.13,0.17,0.0221
0.38,0.32,0.1216
0.46,-0.66,-0.30360000000000004
0.53,0.64,0.3392
0.6,-0.98,-0.588
-0.95,0.61,-0.5795
-0.69,0.88,-0.6072
0.44,-0.41,-0.18039999999999998
0.44,-1.0,-0.44
-0.68,0.98,-0.6664
-0.64,-0.21,0.1344
-0.47,0.45,-0.2115
0.71,0.65,0.46149999999999997
-0.11,0.47,-0.051699999999999996
-0.73,-0.36,0.2628
0.87,-0.14,-0.1218
0.83,0.98,0.8133999999999999
0.06,-0.16,-0.0096
0.51,-0.67,-0.3417
0.53,-0.34,-0.18020000000000003
0.25,0.72,0.18
0.82,-0.89,-0.7298
-0.11,-0.61,0.06709999999999999
0.68,0.66,0.44880000000000003
-0.19,0.88,-0.16720000000000002
0.34,0.61,0.2074
-0.92,0.79,-0.7268000000000001
-0.86,0.38,-0.3268
0.6,0.75,0.44999999999999996
-0.26,0.91,-0.2366
0.88,-0.06,-0.0528
0.49,0.21,0.10289999999999999
0.72,0.59,0.42479999999999996
0.03,-0.14,-0.004200000000000001
0.08,0.54,0.0432
0.66,0.16,0.10560000000000001
0.55,-0.18,-0.099
0.65,-0.29,-0.1885
-0.5,-0.59,0.295
0.74,0.57,0.42179999999999995
-0.95,0.09,-0.08549999999999999
0.11,0.87,0.0957
-0.09,0.91,-0.0819
-0.22,-0.35,0.077
-0.89,0.7,-0.623
0.37,-0.49,-0.1813
-0.96,-0.93,0.8928
0.09,-0.65,-0.058499999999999996
0.94,0.13,0.1222
-0.4,-0.44,0.17600000000000002
0.6,0.28,0.168
0.41,0.93,0.3813
0.01,0.52,0.005200000000000001
-0.65,-0.17,0.11050000000000001
-0.59,-0.9,0.531
0.88,-0.54,-0.4752
-0.68,0.66,-0.44880000000000003
0.5,0.64,0.32
-0.29,0.21,-0.060899999999999996
-0.09,0.0,-0.0
0.48,-0.05,-0.024
0.59,-0.05,-0.0295
0.57,0.63,0.3591
-0.05,0.51,-0.025500000000000002
-0.48,-0.78,0.3744
-0.22,0.13,-0.0286
-0.43,-0.72,0.3096
-0.15,-0.53,0.0795
-0.45,0.81,-0.36450000000000005
0.71,-0.74,-0.5254
-0.05,0.74,-0.037
0.56,-0.64,-0.35840000000000005
-0.71,0.77,-0.5467
0.72,0.12,0.08639999999999999
0.23,0.77,0.1771
-0.35,-0.89,0.3115
-0.44,0.8,-0.35200000000000004
0.38,0.96,0.3648
-0.7,-0.17,0.119
-0.55,0.84,-0.462
-0.02,0.63,-0.0126
-0.76,-0.87,0.6612
-0.89,0.28,-0.24920000000000003
0.13,-0.31,-0.0403
0.99,0.62,0.6138
0.42,0.71,0.29819999999999997
-0.05,-0.5,0.025
-0.48,0.32,-0.1536
0.93,0.5,0.465
0.52,0.75,0.39
-0.98,-0.19,0.1862
0.03,0.89,0.026699999999999998
0.23,-0.68,-0.1564
-0.65,-0.98,0.637
-0.92,-0.06,0.0552
-0.7,0.26,-0.182
0.01,0.85,0.0085
0.21,0.74,0.15539999999999998
0.45,-0.14,-0.06300000000000001
0.09,0.99,0.0891
-0.41,-0.46,0.1886
0.59,0.44,0.2596
0.6,0.05,0.03
0.43,-0.53,-0.22790000000000002
-0.92,0.77,-0.7084
0.11,0.27,0.0297
0.76,0.74,0.5624
-0.26,-0.02,0.005200000000000001
-0.2,-0.97,0.194
-0.14,0.26,-0.0364
-0.62,-0.36,0.22319999999999998
0.78,-0.17,-0.13260000000000002
0.0,-0.93,-0.0
0.42,0.76,0.3192
-0.84,0.44,-0.3696
-0.02,-0.58,0.0116
0.75,-0.42,-0.315
-0.36,-0.9,0.324
0.64,0.6,0.384
0.42,-0.76,-0.3192
0.38,-0.09,-0.0342
0.61,-0.09,-0.0549
-0.64,-0.58,0.3712
0.93,0.25,0.2325
-0.22,0.18,-0.039599999999999996
0.75,-0.8,-0.6000000000000001
0.85,-0.68,-0.5780000000000001
-0.6,-0.31,0.186
-0.89,-0.87,0.7743
0.19,0.53,0.10070000000000001
0.04,0.06,0.0024
0.42,-0.11,-0.0462
0.59,0.95,0.5605
-0.47,-0.54,0.2538
0.22,0.86,0.1892
0.75,0.49,0.3675
0.33,0.08,0.026400000000000003
0.04,0.35,0.013999999999999999
-0.4,-0.55,0.22000000000000003
-0.73,0.94,-0.6861999999999999
-0.15,-0.63,0.0945
-1.0,-0.76,0.76
-0.32,-0.18,0.0576
0.01,0.21,0.0021
0.57,0.94,0.5357999999999999
0.07,0.27,0.018900000000000004
-0.53,-0.21,0.1113
-0.46,-0.22,0.1012
0.74,-0.25,-0.185
0.35,-0.51,-0.1785
0.24,0.05,0.012
-0.44,-0.28,0.12320000000000002
-0.58,-0.08,0.0464
-0.47,0.89,-0.4183
0.23,-0.41,-0.0943
-0.12,0.9,-0.108
0.54,0.91,0.49140000000000006
0.05,0.28,0.014000000000000002
0.0,-0.77,-0.0
0.48,0.47,0.22559999999999997
0.72,-0.65,-0.46799999999999997
-0.38,0.25,-0.095
-0.66,-0.02,0.013200000000000002
0.99,0.32,0.3168
0.54,-0.4,-0.21600000000000003
0.67,0.41,0.2747
0.67,-0.01,-0.0067
-0.05,-0.12,0.006
0.11,-0.52,-0.0572
-0.08,-0.33,0.026400000000000003
0.19,0.58,0.11019999999999999
0.71,-0.29,-0.20589999999999997
-0.76,0.46,-0.3496
0.47,0.92,0.4324
-0.41,0.87,-0.35669999999999996
0.48,0.07,0.033600000000000005
-0.01,0.16,-0.0016
0.04,0.7,0.027999999999999997
0.75,-0.96,-0.72
0.68,0.98,0.6664
-0.58,0.2,-0.11599999999999999
0.14,-0.66,-0.09240000000000001
-0.46,-0.59,0.2714
-0.23,0.84,-0.1932
0.82,0.72,0.5903999999999999
-1.0,-0.43,0.43
0.45,-0.05,-0.022500000000000003
-0.76,-0.43,0.3268
0.95,0.75,0.7124999999999999
-0.9,0.15,-0.135
0.94,0.32,0.3008
-0.9,0.0,-0.0
0.19,0.37,0.0703
-0.88,0.07,-0.06160000000000001
-0.55,-0.55,0.30250000000000005
0.6,-0.5,-0.3
0.82,-0.9,-0.738
-0.98,0.97,-0.9506
-0.12,-0.15,0.018
0.83,-0.45,-0.3735
0.87,-0.38,-0.3306
-0.95,0.66,-0.627
-0.91,0.56,-0.5096
0.92,0.16,0.1472
-0.51,-0.39,0.19890000000000002
-0.6,-0.19,0.11399999999999999
-0.26,-0.62,0.1612
0.69,0.15,0.1035
-0.12,0.22,-0.0264
-0.84,0.85,-0.714
0.59,0.49,0.28909999999999997
-0.72,0.72,-0.5184
0.81,-0.54,-0.43740000000000007
0.57,-0.14,-0.0798
0.4,0.83,0.332
-0.69,0.41,-0.2829
-0.21,-0.37,0.07769999999999999
0.91,-0.75,-0.6825
0.17,-0.3,-0.051000000000000004
-0.86,0.68,-0.5848
0.12,0.75,0.09
-0.56,0.8,-0.44800000000000006
0.9,-0.53,-0.47700000000000004
-0.01,0.13,-0.0013000000000000002
-0.2,-0.27,0.054000000000000006
0.26,-0.29,-0.0754
0.51,-0.62,-0.3162
0.29,-0.67,-0.1943
-0.49,-0.77,0.3773
-0.87,-0.72,0.6264
0.87,0.91,0.7917000000000001
0.53,-0.84,-0.4452
0.35,0.51,0.1785
-0.06,-0.61,0.0366
0.92,0.44,0.4048
-0.6,-0.7,0.42
0.14,0.55,0.07700000000000001
0.7,-0.55,-0.385
0.02,0.18,0.0036
-0.78,0.12,-0.0936
0.64,-0.9,-0.5760000000000001
-0.68,0.67,-0.45560000000000006
0.97,0.48,0.46559999999999996
0.28,-0.58,-0.16240000000000002
0.39,0.17,0.06630000000000001
-0.71,-0.73,0.5183
0.66,-0.49,-0.3234
-0.01,-0.25,0.0025
-0.04,-0.18,0.0072
-0.41,0.59,-0.24189999999999998
0.78,-0.4,-0.31200000000000006
-0.66,0.76,-0.5016
0.56,0.41,0.2296
-0.9,-0.4,0.36000000000000004
0.62,0.1,0.062
0.5,0.17,0.085
-0.1,0.76,-0.07600000000000001
-0.73,-0.53,0.3869
0.38,-0.25,-0.095
0.76,0.55,0.41800000000000004
0.1,0.82,0.082
0.16,0.27,0.0432
-0.14,-0.49,0.06860000000000001
-0.29,-0.58,0.1682
-1.0,0.51,-0.51
-0.8,-0.36,0.288
-0.3,-0.1,0.03
0.59,0.7,0.413
-0.31,-0.89,0.2759
0.71,0.98,0.6958
-0.1,-0.16,0.016
0.75,-0.01,-0.0075
0.71,-0.98,-0.6958
-0.1,0.8,-0.08000000000000002
